"","CatalogNumber","RouteIdentifier","SurveyAreaIdentifier","SpeciesCode","YearCollected","MonthCollected","DayCollected","TimeCollected","DurationInHours","CollectorNumber","DecimalLatitude","DecimalLongitude","ObservationCount"
"1080","150425-1-3020-13","VIBC-2","VIBC-2","BAEA","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","2"
"1081","182388-1-4620-13","NCKI-1","NCKI-1","MAGO","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","1"
"1082","106257-1-451-2","VIVI-61","VIVI-61","MALL","2019","4","15","11","1.75","1055004","48.451252","-123.417732","4"
"1083","58588-1-13900-18","VIPM-2","VIPM-2","AMCR","2016","7","17","7","2","1054944","50.788406","-126.438927","96"
"1084","151641-1-2390-15","SCPR-1","SCPR-1","DCCO","2020","12","12","13","2","1043283","49.816643","-124.530579","1"
"1085","58588-1-5142-15","VIPM-2","VIPM-2","SHBG","2016","7","17","7","2","1054944","50.788406","-126.438927","23"
"1086","159280-1-30508-4","VICX-7","VICX-7","NOPI","2021","3","13","15","1.5","1054998","49.653252","-124.942177","12"
"1087","182389-1-5150-3","VICV-7","VICV-7","RBGU","2021","5","9","17","1","1055020","48.746307","-123.625557","1"
"1088","167219-1-3020-20","VIPQ-8","VIPQ-8","BAEA","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","6"
"1089","40326-1-2550-5","LMVN-67","LMVN-67","GBHE","2004","10","10","14.1667","0.5","1030747","49.271713","-123.197548","1"
"1090","167219-1-2420-17","VIPQ-8","VIPQ-8","PECO","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"1091","118687-1-5250-5","GIHO-4","GIHO-4","GWGU","2019","9","9","7.5","1.83333","1055051","49.543369","-124.633522","16"
"1092","103503-1-820-4","SCBI-11","SCBI-11","BUFF","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","1"
"1093","118687-1-750-2","GIHO-4","GIHO-4","HARD","2019","9","9","7.5","1.83333","1055051","49.543369","-124.633522","14"
"1094","116753-1-5170-4","NCKI-4","NCKI-4","HERG","2019","8","12","10.9167","1","1055044","53.914066","-128.752808","1"
"1095","182396-1-230-2","NCKI-1","NCKI-1","CAGO","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","20"
"1096","103503-1-451-1","SCBI-11","SCBI-11","MALL","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","5"
"1097","93007-1-230-1","LMSQ-2","LMSQ-2","CAGO","2017","5","14","7.75","0.25","1054942","49.695358","-123.184853","10"
"1098","106276-1-230-1","VIPH-1","VIPH-1","CAGO","2019","4","15","10.25","1.25","1032711","50.726246","-127.483253","16"
"1099","93007-1-14010-4","LMSQ-2","LMSQ-2","CORA","2017","5","14","7.75","0.25","1054942","49.695358","-123.184853","2"
"1100","64935-1-695-1","GIMA-10","GIMA-10",NA,"2016","2","16","14.9667","0.3","1030906","48.828877","-123.245422","1"
"1101","89224-1-14010-19","SCPR-2","SCPR-2","CORA","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","22"
"1102","149917-1-5350-14","VICX-3","VICX-3","UNGU","2020","10","12","13","2.25","1074637","49.714108","-124.873199","165"
"1103","159212-1-13900-12","VICX-7","VICX-7","AMCR","2021","3","13","15","1.5","1054998","49.653252","-124.942177","18"
"1104","182389-1-2390-6","VICV-7","VICV-7","DCCO","2021","5","9","17","1","1055020","48.746307","-123.625557","9"
"1105","106276-1-880-4","VIPH-1","VIPH-1","COME","2019","4","15","10.25","1.25","1032711","50.726246","-127.483253","3"
"1106","103503-1-880-7","SCBI-11","SCBI-11","COME","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","1"
"1107","167158-1-9750-20","VIPQ-8","VIPQ-8","BEKI","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","2"
"1108","131845-1-1550-19","GIGB-3","GIGB-3","PALO","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","7"
"1109","57354-1-420-2","LMVN-8","LMVN-8","AMWI","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","2000"
"1110","131845-1-3020-22","GIGB-3","GIGB-3","BAEA","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","52"
"1111","279338-2-3020-6","VINN-13","VINN-13","BAEA","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","6"
"1112","131734-1-5350-5","NCKI-4","NCKI-4","UNGU","2019","8","12","10.9167","1","1055044","53.914066","-128.752808","33"
"1113","19474-1-1620-24","LMVN-8","LMVN-8","HOGR","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","18"
"1114","19474-1-4070-18","LMVN-8","LMVN-8","BBPL","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","14"
"1115","102196-1-13900-11","GIHO-4","GIHO-4","AMCR","2019","1","13","13.5","1.25","1055051","49.543369","-124.633522","2"
"1116","19474-1-750-21","LMVN-8","LMVN-8","HARD","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","2"
"1117","279338-2-9750-9","VINN-13","VINN-13","BEKI","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","1"
"1118","40326-1-30508-8","LMVN-67","LMVN-67","NOPI","2004","10","10","14.1667","0.5","1030747","49.271713","-123.197548","1"
"1119","40287-1-420-1","LMVN-67","LMVN-67","AMWI","2004","10","10","14.1667","0.5","1053929","49.271713","-123.197548","6"
"1120","40287-1-660-4","LMVN-67","LMVN-67","RNDU","2004","10","10","14.1667","0.5","1053929","49.271713","-123.197548","1"
"1121","130872-1-2390-20","GISS-1","GISS-1","DCCO","2020","1","11","13.75","2","1055037","48.836075","-123.451881","7"
"1122","32480-1-6110-9","LMSQ-13","LMSQ-13","ECDO","2015","7","12","10.75","0.283334","1054942","49.698147","-123.160049","10"
"1123","57511-1-6110-3","LMSQ-11","LMSQ-11","ECDO","2016","3","13","10.25","0.166667","1054942","49.686741","-123.165680","1"
"1124","182388-1-4610-12","NCKI-1","NCKI-1","BARG","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","1"
"1125","31965-1-6110-7","LMSQ-13","LMSQ-13","ECDO","2014","6","8","10.65","0.283334","1054942","49.698147","-123.160049","1"
"1126","151004-1-9750-12","GIDE-1","GIDE-1","BEKI","2020","11","8","13.5","2.5","1055659","49.610195","-124.845947","1"
"1127","130872-1-4640-13","GISS-1","GISS-1","BLTU","2020","1","11","13.75","2","1055037","48.836075","-123.451881","12"
"1128","151641-1-880-6","SCPR-1","SCPR-1","COME","2020","12","12","13","2","1043283","49.816643","-124.530579","2"
"1129","290983-1-1630-10","VIVI-30","VIVI-30","RNGR","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","10"
"1130","290983-1-45994-4","VIVI-30","VIVI-30","WWSC","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","4"
"1131","159280-1-5190-10","VICX-7","VICX-7",NA,"2021","3","13","15","1.5","1054998","49.653252","-124.942177","2600"
"1132","57570-1-40438-29","VIVI-16","VIVI-16",NA,"2015","12","16","8.5","2.16667","1054996","48.381138","-123.494041","1"
"1133","151003-1-9750-13","GIDE-1","GIDE-1","BEKI","2020","11","8","13.5","2.5","1055659","49.610195","-124.845947","1"
"1134","89224-1-5350-16","SCPR-2","SCPR-2","UNGU","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","100"
"1135","58589-1-9750-18","VIPM-2","VIPM-2","BEKI","2016","7","17","7","2","1054944","50.788406","-126.438927","4"
"1136","130872-1-890-10","GISS-1","GISS-1","RBME","2020","1","11","13.75","2","1055037","48.836075","-123.451881","48"
"1137","19474-1-3580-1","LMVN-8","LMVN-8","MERL","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","1"
"1138","149917-1-3020-18","VICX-3","VICX-3","BAEA","2020","10","12","13","2.25","1074637","49.714108","-124.873199","3"
"1139","290589-1-2420-8","SCPR-1","SCPR-1","PECO","2022","4","10","9.91667","1.65","2388508","49.816643","-124.530579","1"
"1140","290589-1-1560-5","SCPR-1","SCPR-1","COLO","2022","4","10","9.91667","1.65","2388508","49.816643","-124.530579","1"
"1141","58588-1-750-1","VIPM-2","VIPM-2","HARD","2016","7","17","7","2","1054944","50.788406","-126.438927","57"
"1142","154088-1-5190-10","VINN-12","VINN-12",NA,"2021","1","13","14","2.16667","1054924","49.174129","-123.927429","26"
"1143","131855-1-3020-24","GIGB-3","GIGB-3","BAEA","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","52"
"1144","152177-1-5142-5","GIPE-14","GIPE-14","SHBG","2020","11","8","11.9833","0.133333","1055118","48.812180","-123.273727","25"
"1145","182381-1-2550-7","VICV-7","VICV-7","GBHE","2021","5","9","17","1","1055020","48.746307","-123.625557","3"
"1146","131855-1-1550-21","GIGB-3","GIGB-3","PALO","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","7"
"1147","153913-1-830-2","GIGB-2","GIGB-2","COGO","2021","1","10","12.5","-11.5","1081071","49.137474","-123.788544","13"
"1148","154088-1-2390-13","VINN-12","VINN-12","DCCO","2021","1","13","14","2.16667","1054924","49.174129","-123.927429","2"
"1149","153913-1-5250-5","GIGB-2","GIGB-2","GWGU","2021","1","10","12.5","-11.5","1081071","49.137474","-123.788544","50"
"1150","40287-1-2550-5","LMVN-67","LMVN-67","GBHE","2004","10","10","14.1667","0.5","1053929","49.271713","-123.197548","1"
"1151","40287-1-30508-8","LMVN-67","LMVN-67","NOPI","2004","10","10","14.1667","0.5","1053929","49.271713","-123.197548","1"
"1152","182381-1-5250-4","VICV-7","VICV-7","GWGU","2021","5","9","17","1","1055020","48.746307","-123.625557","5"
"1153","130971-1-3020-20","GISS-1","GISS-1","BAEA","2020","1","11","13.75","2.08333","1055037","48.836075","-123.451881","1"
"1154","151003-1-3020-12","GIDE-1","GIDE-1","BAEA","2020","11","8","13.5","2.5","1055659","49.610195","-124.845947","1"
"1155","149917-1-5240-12","VICX-3","VICX-3","WEGU","2020","10","12","13","2.25","1074637","49.714108","-124.873199","1"
"1156","149917-1-1530-15","VICX-3","VICX-3","RTLO","2020","10","12","13","2.25","1074637","49.714108","-124.873199","1"
"1157","159280-1-5142-8","VICX-7","VICX-7","SHBG","2021","3","13","15","1.5","1054998","49.653252","-124.942177","19"
"1158","159280-1-3020-11","VICX-7","VICX-7","BAEA","2021","3","13","15","1.5","1054998","49.653252","-124.942177","4"
"1159","182381-1-230-1","VICV-7","VICV-7","CAGO","2021","5","9","17","1","1055020","48.746307","-123.625557","1"
"1160","149917-1-4210-9","VICX-3","VICX-3","KILL","2020","10","12","13","2.25","1074637","49.714108","-124.873199","7"
"1161","89224-1-9750-17","SCPR-2","SCPR-2","BEKI","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","1"
"1162","150425-1-420-1","VIBC-2","VIBC-2","AMWI","2020","11","8","11","0.833333","1054991","49.871754","-125.108597","23"
"1163","288014-1-2370-8","VIVI-16","VIVI-16","BRAC","2021","9","15","14.3833","1.95","1054996","48.381138","-123.494041","1"
"1164","49788-1-7440-6","LMSQ-16","LMSQ-16","GHOW","2010","12","5","8.5","4.25","1054942","49.706333","-123.163712","1"
"1165","103503-1-1620-9","SCBI-11","SCBI-11","HOGR","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","2"
"1166","89224-1-5160-14","SCPR-2","SCPR-2","CAGU","2018","4","2","9.25","1.25","1055010","49.883270","-124.596550","35"
"1167","32063-1-6110-8","LMSQ-13","LMSQ-13","ECDO","2015","11","8","10.8833","0.433333","1054942","49.698147","-123.160049","1"
"1168","150369-1-451-2","GIPE-9","GIPE-9","MALL","2020","11","8","12.2833","0.866666","1055118","48.804417","-123.272995","3"
"1169","154105-1-5190-10","VINN-12","VINN-12",NA,"2021","1","13","14","2.16667","1054924","49.174129","-123.927429","26"
"1170","149915-1-3020-19","VICX-3","VICX-3","BAEA","2020","10","12","13","2.25","1074637","49.714108","-124.873199","3"
"1171","130971-1-1620-11","GISS-1","GISS-1","HOGR","2020","1","11","13.75","2.08333","1055037","48.836075","-123.451881","33"
"1172","150369-1-1620-5","GIPE-9","GIPE-9","HOGR","2020","11","8","12.2833","0.866666","1055118","48.804417","-123.272995","1"
"1173","166532-1-830-5","VIVI-35","VIVI-35","COGO","2021","2","21","8.25","1.4","1054973","48.585434","-123.362808","7"
"1174","152179-1-870-4","GIPE-9","GIPE-9","HOME","2020","11","8","12.2833","0.883333","1055118","48.804417","-123.272995","4"
"1175","196033-1-7440-14","LMVN-68","LMVN-68","GHOW","2021","3","13","16.3","1.03333","1044241","49.062183","-123.158279","1"
"1176","103503-1-840-6","SCBI-11","SCBI-11","BAGO","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","110"
"1177","103504-1-791-3","SCBI-11","SCBI-11","BLSC","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","1"
"1178","131845-1-5142-16","GIGB-3","GIGB-3","SHBG","2020","2","11","9.5","1.75","1078288","49.206257","-123.825882","2"
"1179","290589-1-451-2","SCPR-1","SCPR-1","MALL","2022","4","10","9.91667","1.65","2388508","49.816643","-124.530579","2"
"1180","50607-1-30508-13","LMVN-12","LMVN-12","NOPI","2012","2","13","9","2","1054976","49.165325","-123.204292","66"
"1181","284214-1-5350-6","VINN-7","VINN-7","UNGU","2022","2","13","11","0.666667","1030870","49.240520","-123.970940","7"
"1182","45972-1-2420-11","VICX-3","VICX-3","PECO","2008","11","9","11","2","1078227","49.714108","-124.873199","4"
"1183","154105-1-2390-13","VINN-12","VINN-12","DCCO","2021","1","13","14","2.16667","1054924","49.174129","-123.927429","2"
"1184","118685-1-5250-5","GIHO-4","GIHO-4","GWGU","2019","9","9","7.5","1.83333","1055051","49.543369","-124.633522","16"
"1185","273337-1-14010-22","VIVI-16","VIVI-16","CORA","2021","9","15","14.3833","2.91667","1081721","48.381138","-123.494041","3"
"1186","103504-1-840-6","SCBI-11","SCBI-11","BAGO","2019","2","9","8.5","1.5","1074594","49.360050","-123.432533","110"
"1187","45972-1-5250-14","VICX-3","VICX-3","GWGU","2008","11","9","11","2","1078227","49.714108","-124.873199","27"
"1188","273337-1-9750-19","VIVI-16","VIVI-16","BEKI","2021","9","15","14.3833","2.91667","1081721","48.381138","-123.494041","2"
"1189","152179-1-230-1","GIPE-9","GIPE-9","CAGO","2020","11","8","12.2833","0.883333","1055118","48.804417","-123.272995","41"
"1190","151784-1-1560-13","SCPR-1","SCPR-1","COLO","2020","12","12","13","2","1043283","49.816643","-124.530579","3"
"1191","288014-1-5090-5","VIVI-16","VIVI-16","HEEG","2021","9","15","14.3833","1.95","1054996","48.381138","-123.494041","1"
"1192","279338-2-5350-8","VINN-13","VINN-13","UNGU","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","170"
"1193","151784-1-3020-16","SCPR-1","SCPR-1","BAEA","2020","12","12","13","2","1043283","49.816643","-124.530579","3"
"1194","290983-1-870-6","VIVI-30","VIVI-30","HOME","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","1"
"1195","288014-1-750-2","VIVI-16","VIVI-16","HARD","2021","9","15","14.3833","1.95","1054996","48.381138","-123.494041","1"
"1196","291018-1-1560-19","VIVI-30","VIVI-30","COLO","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","4"
"1197","159212-1-5142-8","VICX-7","VICX-7","SHBG","2021","3","13","15","1.5","1054998","49.653252","-124.942177","19"
"1198","154088-1-840-4","VINN-12","VINN-12","BAGO","2021","1","13","14","2.16667","1054924","49.174129","-123.927429","9"
"1199","167219-1-9750-21","VIPQ-8","VIPQ-8","BEKI","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","2"
"1200","290983-1-770-3","VIVI-30","VIVI-30","SUSC","2022","4","11","13.5","2.41667","1055022","48.483002","-123.292068","9"
"1201","58589-1-5730-14","VIPM-2","VIPM-2","COMU","2016","7","17","7","2","1054944","50.788406","-126.438927","3"
"1202","58589-1-5910-17","VIPM-2","VIPM-2","RHAU","2016","7","17","7","2","1054944","50.788406","-126.438927","59"
"1203","57576-1-6110-35","VIVI-16","VIVI-16","ECDO","2016","1","10","12.1667","2.16667","1054996","48.381138","-123.494041","1"
"1204","128834-1-1560-10","VICX-12","VICX-12","COLO","2019","11","10","14.75","0.25","1080046","49.669106","-124.941109","5"
"1205","279326-2-830-4","VINN-13","VINN-13","COGO","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","4"
"1206","149937-1-2420-2","GIPE-3","GIPE-3","PECO","2020","9","10","13.25","0.333333","1078346","48.759563","-123.207329","1"
"1207","128834-1-45994-4","VICX-12","VICX-12","WWSC","2019","11","10","14.75","0.25","1080046","49.669106","-124.941109","150"
"1208","128834-1-890-7","VICX-12","VICX-12","RBME","2019","11","10","14.75","0.25","1080046","49.669106","-124.941109","7"
"1209","159212-1-420-2","VICX-7","VICX-7","AMWI","2021","3","13","15","1.5","1054998","49.653252","-124.942177","170"
"1210","182388-1-3061-9","NCKI-1","NCKI-1","NOHA","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","1"
"1211","182388-1-30508-6","NCKI-1","NCKI-1","NOPI","2021","5","9","9.25","1.25","1054974","54.001846","-128.674377","80"
"1212","40303-1-7440-18","VIPA-2","VIPA-2","GHOW","2001","9","30","15.7","1.88333","1055920","49.247284","-124.825409","1"
"1213","58589-1-5142-11","VIPM-2","VIPM-2","SHBG","2016","7","17","7","2","1054944","50.788406","-126.438927","23"
"1214","57354-1-4070-23","LMVN-8","LMVN-8","BBPL","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","14"
"1215","130880-1-13900-9","SCGI-5","SCGI-5","AMCR","2020","1","12","10.1667","1.5","1054970","49.412853","-123.632332","4"
"1216","279328-2-820-3","VINN-13","VINN-13","BUFF","2021","12","12",NA,NA,"1080859","49.145134","-123.916481","26"
"1217","106329-1-13900-9","VIPH-1","VIPH-1","AMCR","2019","4","15","10.25","1.25","1032711","50.726246","-127.483253","4"
"1218","130880-1-5250-6","SCGI-5","SCGI-5","GWGU","2020","1","12","10.1667","1.5","1054970","49.412853","-123.632332","80"
"1219","129083-1-5950-4","GIHO-18","GIHO-18","UNAL","2019","11","10","13.5","1.16667","1081710","49.511909","-124.601883","64"
"1220","129083-1-750-1","GIHO-18","GIHO-18","HARD","2019","11","10","13.5","1.16667","1081710","49.511909","-124.601883","12"
"1221","19474-1-4820-22","LMVN-8","LMVN-8","DUNL","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","30"
"1222","19474-1-5250-25","LMVN-8","LMVN-8","GWGU","2015","9","12","8.41667","2.16667","1054930","49.036324","-123.136032","102"
"1223","127548-1-45379-10","LMWR-2","LMWR-2","UNCO","2019","10","13","16.5833","0.916666","1054978","49.019089","-122.817352","6"
"1224","101650-1-3020-9","LMSQ-12","LMSQ-12","BAEA","2018","2","11","10.3667","0.2","1054942","49.691441","-123.166588","1"
"1225","109449-1-13900-10","VICR-1","VICR-1","AMCR","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","11"
"1226","118685-1-2550-8","GIHO-4","GIHO-4","GBHE","2019","9","9","7.5","1.83333","1055051","49.543369","-124.633522","3"
"1227","101650-1-870-6","LMSQ-12","LMSQ-12","HOME","2018","2","11","10.3667","0.2","1054942","49.691441","-123.166588","1"
"1228","167158-1-660-23","VIPQ-8","VIPQ-8","RNDU","2021","4","11","9.05","2.8","1054938","49.310249","-124.204018","1"
"1229","127548-1-1630-7","LMWR-2","LMWR-2","RNGR","2019","10","13","16.5833","0.916666","1054978","49.019089","-122.817352","1"
"1230","127548-1-45994-4","LMWR-2","LMWR-2","WWSC","2019","10","13","16.5833","0.916666","1054978","49.019089","-122.817352","17"
"1231","151785-1-2420-9","VIPQ-9","VIPQ-9","PECO","2020","12","13","11","2","1075146","49.299919","-124.155808","4"
"1232","131055-1-451-1","GIGB5","GIGB5","MALL","2020","1","12","11.8333","0.666667","1079318","49.158836","-123.704597","14"
"1233","109449-1-2550-7","VICR-1","VICR-1","GBHE","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","2"
"1234","109449-1-5080-4","VICR-1","VICR-1","BOGU","2019","6","9","9.15","1.51667","1054954","50.049923","-125.253731","1"
"1235","373800-1-2390-10","VINN-7","VINN-7","DCCO","2022","2","13","11","0.666667","1031749","49.240520","-123.970940","5"
"1236","373800-1-1560-8","VINN-7","VINN-7","COLO","2022","2","13","11","0.666667","1031749","49.240520","-123.970940","2"
"1237","373800-1-3020-11","VINN-7","VINN-7","BAEA","2022","2","13","11","0.666667","1031749","49.240520","-123.970940","2"
"1238","57576-1-46051-35","VIVI-16","VIVI-16","ECDO","2016","1","10","12.1667","2.16667","1054996","48.381138","-123.494041","1"
"1239","272918-1-46051-14","VIVI-63","VIVI-63","ECDO","2021","9","12","8.7","2.2","1031881","48.599751","-123.376083","3"
"1240","57583-1-46051-34","VIVI-16","VIVI-16","ECDO","2016","2","16","13.6667","2.5","1054996","48.381138","-123.494041","1"
"1241","57570-1-46051-36","VIVI-16","VIVI-16","ECDO","2015","12","16","8.5","2.16667","1054996","48.381138","-123.494041","1"
"1242","57592-1-46051-28","VIVI-16","VIVI-16","ECDO","2015","9","14","8.5","4.75","1054996","48.381138","-123.494041","3"
"1243","54424-1-46051-13","LMVN-29","LMVN-29","ECDO","2014","10","12","9.25","2.25","1054988","49.320057","-123.148987","1"
"1244","32544-1-46051-7","LMSQ-20","LMSQ-20","ECDO","2015","1","10","11.8833","0.316667","1054942","49.710426","-123.150291","2"
"1245","32810-1-46051-3","LMSQ-16","LMSQ-16","ECDO","2014","10","12","11.1","0.183333","1054942","49.706333","-123.163712","1"
"1246","31965-1-46051-7","LMSQ-13","LMSQ-13","ECDO","2014","6","8","10.65","0.283334","1054942","49.698147","-123.160049","1"
"1247","32467-1-46051-7","LMSQ-20","LMSQ-20","ECDO","2015","5","6","12.3","0.2","1054942","49.710426","-123.150291","6"
"1248","56686-1-46051-5","LMSQ-20","LMSQ-20","ECDO","2016","4","10","11.75","0.25","1054942","49.710426","-123.150291","5"
"1249","54309-1-46051-4","LMVN-40","LMVN-40","ECDO","2014","9","14","9.75","0.5","1055053","49.298210","-122.873390","1"
"1250","31986-1-46051-4","LMSQ-13","LMSQ-13","ECDO","2014","7","13","10.2167","0.233334","1054942","49.698147","-123.160049","5"
"1251","32023-1-46051-6","LMSQ-20","LMSQ-20","ECDO","2015","10","11","12.8667","0.216666","1054942","49.710426","-123.150291","3"
"1252","32772-1-46051-7","LMSQ-20","LMSQ-20","ECDO","2016","2","14","12.6167","0.216666","1054942","49.710426","-123.150291","10"
"1253","166868-1-46051-45","SCPR-3","SCPR-3","ECDO","2021","4","10","12.5333","3.75","1080016","49.766373","-124.340492","3"
"1254","32013-1-46051-10","LMSQ-11","LMSQ-11","ECDO","2015","10","11","10.9","0.216667","1054942","49.686741","-123.165680","25"
"1255","32764-1-46051-10","LMSQ-13","LMSQ-13","ECDO","2016","2","14","11.1","0.216666","1054942","49.698147","-123.160049","1"
"1256","57511-1-46051-3","LMSQ-11","LMSQ-11","ECDO","2016","3","13","10.25","0.166667","1054942","49.686741","-123.165680","1"
"1257","32785-1-46051-14","LMSQ-12","LMSQ-12","ECDO","2014","9","14","10","0.25","1054942","49.691441","-123.166588","13"
"1258","32037-1-46051-7","LMSQ-13","LMSQ-13","ECDO","2015","9","13","10.1","0.216666","1054942","49.698147","-123.160049","1"
"1259","57513-1-46051-2","LMSQ-13","LMSQ-13","ECDO","2016","3","13","9.6","0.166666","1054942","49.698147","-123.160049","3"
"1260","32063-1-46051-8","LMSQ-13","LMSQ-13","ECDO","2015","11","8","10.8833","0.433333","1054942","49.698147","-123.160049","1"
"1261","32807-1-46051-6","LMSQ-13","LMSQ-13","ECDO","2014","10","12","10.3833","0.333333","1054942","49.698147","-123.160049","10"
"1262","57520-1-46051-2","LMSQ-20","LMSQ-20","ECDO","2016","3","13","11.8167","0.183333","1054942","49.710426","-123.150291","3"
"1263","32480-1-46051-9","LMSQ-13","LMSQ-13","ECDO","2015","7","12","10.75","0.283334","1054942","49.698147","-123.160049","10"
"1264","32487-1-46051-4","LMSQ-20","LMSQ-20","ECDO","2015","7","12","12.75","0.25","1054942","49.710426","-123.150291","5"
"1265","276100-1-46051-33","SCPR-3","SCPR-3","ECDO","2021","10","8","7.66667","4","1080016","49.766373","-124.340492","2"
"1266","273002-1-46051-20","SCPR-3","SCPR-3","ECDO","2021","9","12","8.78333","5.06667","1080016","49.766373","-124.340492","2"
"1267","32298-1-46051-7","LMSQ-20","LMSQ-20","ECDO","2014","12","7","12.6833","0.233334","1054942","49.710426","-123.150291","2"
"1268","82213-1-46051-16","VICX-13","VICX-13","ECDO","2017","9","10","8.73333","2.38333","1074943","49.773106","-124.964951","3"
"1269","32875-1-46051-12","LMSQ-13","LMSQ-13","ECDO","2014","11","9","11.1833","0.233334","1054942","49.698147","-123.160049","4"
"1270","32794-1-46051-7","LMSQ-20","LMSQ-20","ECDO","2014","2","14","12","0.25","1054942","49.710426","-123.150291","1"
"1271","32563-1-46051-7","LMSQ-19","LMSQ-19","ECDO","2014","8","10","11.55","0.233334","1054942","49.707039","-123.144310","2"
"1272","373800-1-2420-9","VINN-7","VINN-7","PECO","2022","2","13","11","0.666667","1031749","49.240520","-123.970940","3"
"1273","373800-1-750-1","VINN-7","VINN-7","HARD","2022","2","13","11","0.666667","1031749","49.240520","-123.970940","15"
"1274","373800-1-5250-5","VINN-7","VINN-7","GWGU","2022","2","13","11","0.666667","1031749","49.240520","-123.970940","34"
"1275","373800-1-5142-4","VINN-7","VINN-7","SHBG","2022","2","13","11","0.666667","1031749","49.240520","-123.970940","2"
"1276","373800-1-1550-7","VINN-7","VINN-7","PALO","2022","2","13","11","0.666667","1031749","49.240520","-123.970940","4"
"1277","51918-1-32671-1","LMSQ-6","LMSQ-6","GHOW","2012","5","13","7.5","5","1054942","49.715534","-123.167679","3"
"1278","49625-1-32671-4","LMSQ-10","LMSQ-10","GHOW","2010","4","11","7.5","5","1054942","49.714050","-123.161438","1"
"1279","49814-1-32671-2","LMSQ-17","LMSQ-17","GHOW","2011","1","9","8.5","4","1054942","49.686455","-123.152031","1"
"1280","39821-1-32671-8","LMSQ-12","LMSQ-12","GHOW","2003","3","9","9","4.5","1054942","49.691441","-123.166588","1"
"1281","34853-1-32671-6","LMSQ-13","LMSQ-13","GHOW","2000","12","3","8.33333","4.66667","1054963","49.698147","-123.160049","1"
"1282","196033-1-32671-14","LMVN-68","LMVN-68","GHOW","2021","3","13","16.3","1.03333","1044241","49.062183","-123.158279","1"
"1283","35093-1-32671-30","LMVN-12","LMVN-12","GHOW","2000","10","8","14.6667","2.66667","1055613","49.165325","-123.204292","1"
"1284","40303-1-32671-18","VIPA-2","VIPA-2","GHOW","2001","9","30","15.7","1.88333","1055920","49.247284","-124.825409","1"
"1285","96961-1-32671-13","VIPQ-2","VIPQ-2","GHOW","2018","8","13","8.15","2.08333","1054938","49.319042","-124.252357","1"
"1286","182751-1-32671-10","VIPQ-2","VIPQ-2","GHOW","2021","5","10","9.1","2.38333","1054938","49.319042","-124.252357","4"
"1287","49788-1-32671-6","LMSQ-16","LMSQ-16","GHOW","2010","12","5","8.5","4.25","1054942","49.706333","-123.163712","1"
"1288","51788-1-32671-5","LMSQ-16","LMSQ-16","GHOW","2011","6","12","7.5","5.5","1054942","49.706333","-123.163712","1"
"1289","51805-1-32671-1","LMSQ-16","LMSQ-16","GHOW","2011","7","10","7.5","4.5","1054942","49.706333","-123.163712","1"
"1290","51762-1-32671-12","LMSQ-7","LMSQ-7","GHOW","2011","5","10","7.25","5.75","1054942","49.698761","-123.175003","1"
"1291","373800-1-5350-6","VINN-7","VINN-7","UNGU","2022","2","13","11","0.666667","1031749","49.240520","-123.970940","7"
