OID_,abbrev,name,count_yr,min_temp,max_temp,min_wind,max_wind,wind_direction,min_snow,max_snow,still_water,moving_water,am_cloud,pm_cloud,am_rain_cond_names,pm_rain_cond_names,am_snow_cond_names,pm_snow_cond_names
735,BCGS,Galiano-North Saltspring,115,,,,,,,,,,Foggy,Partly Clear,None,None,None,None
736,BCHB,Harrop-Balfour,115,0.000000000000000,4.000000000000000,,,Calm,0.000000000000000,0.500000000000000,Open,Open,Cloudy,Cloudy,Light,Light,None,None
737,BCHC,Hat Creek,115,-8.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,North,4.000000000000000,6.000000000000000,Frozen,Partly Open,Foggy,Partly Clear,,None,,None
738,BCHE,Hecate Strait,115,6.000000000000000,9.000000000000000,25.000000000000000,35.000000000000000,Southeast,,,Open,Open,Cloudy,Cloudy,Heavy,Heavy,,
739,BCHM,100 Mile House,115,-10.000000000000000,-8.000000000000000,0.000000000000000,5.000000000000000,Northeast,10.000000000000000,20.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,Heavy,Unknown
740,BCHR,Harrison River,115,-3.000000000000000,6.000000000000000,0.000000000000000,30.000000000000000,Unknown,,,Open,Open,Clear,Cloudy,None,None,None,None
741,BCHS,Lower Howe Sound,115,1.500000000000000,2.000000000000000,,,Northwest,,,,,Cloudy,Cloudy,Heavy,Light,Light,None
742,BCKA,Kamloops,115,-2.000000000000000,2.000000000000000,,,Calm,0.000000000000000,10.000000000000000,Frozen,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
743,BCKB,Kimberley,115,-11.000000000000000,-9.000000000000000,0.000000000000000,4.000000000000000,Northeast,13.000000000000000,40.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,Light
744,BCKE,Kelowna,115,-2.000000000000000,4.000000000000000,,,Calm,0.000000000000000,5.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Cloudy,Light,Light,None,None
745,BCKF,Kingfisher,115,-2.000000000000000,-2.000000000000000,,,Calm,,,,Partly Open,Cloudy,Cloudy,,Light,Heavy,Unknown
746,BCKI,Kitimat,115,-1.000000000000000,1.000000000000000,3.000000000000000,10.000000000000000,North,0.000000000000000,0.000000000000000,Frozen,Open,Partly Clear,Partly Clear,None,None,None,None
747,BCKO,Kaslo,115,-12.000000000000000,-7.000000000000000,0.000000000000000,0.000000000000000,Calm,5.000000000000000,5.000000000000000,Open,Partly Frozen,Clear,Clear,None,None,None,None
748,BCLA,Ladner,115,2.000000000000000,10.000000000000000,,,Calm,,,Open,Open,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
749,BCLC,Lake Country,115,-2.000000000000000,3.000000000000000,0.000000000000000,10.000000000000000,North,0.000000000000000,30.000000000000000,Partly Open,Partly Open,Cloudy,Partly Clear,None,None,None,None
750,BCLI,Langara Island,115,6.000000000000000,8.000000000000000,10.000000000000000,15.000000000000000,Southwest,,,Open,Open,Cloudy,Cloudy,None,None,None,None
751,BCLK,Logan Lake,115,-5.000000000000000,-5.000000000000000,0.000000000000000,5.000000000000000,Northeast,0.000000000000000,13.000000000000000,Frozen,Partly Open,Partly Cloudy,Partly Cloudy,None,None,None,None
752,BCLL,Lillooet,115,-2.000000000000000,3.000000000000000,0.000000000000000,29.000000000000000,South,1.000000000000000,10.000000000000000,Partly Frozen,Open,Partly Cloudy,Partly Cloudy,None,None,None,Light
753,BCLP,Little River-Powell River Ferry,115,0.000000000000000,0.000000000000000,5.000000000000000,5.000000000000000,Northwest,,,,,Partly Cloudy,Partly Cloudy,None,None,None,None
754,BCLQ,Lasqueti Island,115,-4.000000000000000,5.000000000000000,5.000000000000000,20.000000000000000,Northwest,0.000000000000000,0.000000000000000,Partly Frozen,Open,Clear,Clear,None,None,None,None
755,BCAC,Ashcroft-Cache Creek,116,-9.000000000000000,0.000000000000000,5.000000000000000,10.000000000000000,South,0.000000000000000,10.000000000000000,Frozen,Open,Cloudy,Partly Cloudy,None,None,Light,None
756,BCAE,Armstrong-Enderby,116,-14.000000000000000,-8.000000000000000,0.000000000000000,10.000000000000000,Calm,10.000000000000000,25.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,"Light,None","Light,None"
757,BCAH,Apex-Hedley,116,-9.000000000000000,2.000000000000000,,,Calm,0.000000000000000,100.000000000000000,Partly Open,Partly Frozen,Partly Clear,Partly Clear,None,None,Light,None
758,BCAT,Atlin,116,-15.000000000000000,-15.000000000000000,0.000000000000000,0.000000000000000,Unknown,10.000000000000000,30.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
759,BCBA,Bamfield,116,2.000000000000000,7.000000000000000,0.000000000000000,10.000000000000000,Southwest,0.000000000000000,0.000000000000000,Open,Open,Clear,Clear,None,None,None,None
760,BCBC,Bella Coola,116,-4.100000000000000,-0.100000000000000,1.000000000000000,5.000000000000000,Calm,,32.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,,,Light,Light
761,BCBK,Bridge Lake,116,-24.000000000000000,-12.000000000000000,,,Calm,12.000000000000000,18.000000000000000,Frozen,Partly Open,Clear,Clear,None,None,None,None
762,BCBL,Burns Lake-Francois Lake,116,-22.300000000000001,-19.000000000000000,1.000000000000000,1.000000000000000,Calm,20.000000000000000,28.000000000000000,Open,Partly Frozen,Partly Cloudy,Partly Cloudy,,,None,None
763,BCBR,Broughton Strait,116,2.000000000000000,5.000000000000000,0.000000000000000,20.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,None,None
764,BCBV,Bridesville,116,-16.000000000000000,-5.000000000000000,1.000000000000000,16.000000000000000,North,,,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,Light
765,BCBW,Big White,116,-10.000000000000000,-4.000000000000000,,,Calm,,,Frozen,Partly Open,Cloudy,Cloudy,None,None,Light,Light
766,BCCA,Cawston,116,-15.000000000000000,-10.000000000000000,0.000000000000000,5.000000000000000,Variable,5.000000000000000,10.000000000000000,Partly Open,Partly Frozen,Partly Clear,Partly Cloudy,None,None,None,None
767,BCCB,Cranbrook,116,-10.000000000000000,-6.000000000000000,,,Calm,40.000000000000000,65.000000000000000,Frozen,Partly Open,Cloudy,Partly Clear,None,None,None,None
768,BCCG,Castlegar,116,-2.000000000000000,0.000000000000000,,,Unknown,7.500000000000000,35.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,None,None
769,BCCH,Chilliwack,116,3.000000000000000,7.000000000000000,0.000000000000000,7.000000000000000,Unknown,,,Open,Open,Local Fog,Clear,None,None,None,None
770,BCCI,Cortes Island,116,0.000000000000000,1.000000000000000,,,Calm,,,Partly Frozen,Open,Clear,Cloudy,None,None,None,None
771,BCCO,Comox,116,1.000000000000000,7.000000000000000,5.000000000000000,5.000000000000000,Unknown,,,,,Clear,Clear,None,None,None,None
772,BCCR,Campbell River,116,-3.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,2.000000000000000,Open,Open,Clear,Clear,None,None,None,None
773,BCCT,Creston Valley,116,-8.000000000000000,2.000000000000000,,,Calm,5.000000000000000,10.000000000000000,Partly Frozen,Open,Cloudy,Partly Clear,None,None,Light,None
774,BCDA,D'arcy-Birken,116,-10.000000000000000,-2.000000000000000,,,North,,,Open,Open,Clear,Clear,None,None,None,
775,BCDB,Deep Bay,116,0.000000000000000,2.000000000000000,,,Calm,,,,,Cloudy,Cloudy,None,None,None,None
776,BCDC,Dawson Creek,116,-17.000000000000000,-2.000000000000000,0.000000000000000,10.000000000000000,West,2.000000000000000,12.000000000000000,Frozen,Frozen,Clear,Clear,None,None,None,None
777,BCDU,Duncan,116,-5.000000000000000,4.000000000000000,1.000000000000000,3.000000000000000,East,,,Partly Frozen,Open,Clear,Clear,None,None,None,None
778,BCED,Edgewood,116,-10.199999999999999,-7.500000000000000,,7.000000000000000,Calm,,,Unknown,Unknown,Cloudy,Cloudy,None,None,None,None
779,BCFA,Fauquier,116,-6.000000000000000,-2.000000000000000,0.000000000000000,30.000000000000000,Calm,,,Unknown,Unknown,Cloudy,Cloudy,Light,Light,None,None
780,BCFE,Fernie,116,-13.100000000000000,-4.400000000000000,0.000000000000000,31.000000000000000,North,5.000000000000000,30.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Cloudy,None,None,Heavy,Heavy
781,BCFS,Fort St. James,116,-10.000000000000000,-7.000000000000000,0.000000000000000,11.000000000000000,North,15.000000000000000,20.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,None
782,BCGF,Grand Forks,116,-3.000000000000000,-1.000000000000000,,,Unknown,,,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,None
783,BCGO,Golden,116,-12.000000000000000,-9.000000000000000,0.000000000000000,0.000000000000000,Unknown,50.000000000000000,100.000000000000000,Frozen,Partly Frozen,Cloudy,Partly Cloudy,None,None,Light,None
784,BCGS,Galiano-North Saltspring,116,3.500000000000000,7.500000000000000,5.000000000000000,30.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,None,Light,None,None
785,BCHB,Harrop-Balfour,116,-1.000000000000000,3.000000000000000,0.000000000000000,5.000000000000000,West,2.000000000000000,15.000000000000000,Partly Frozen,Open,Partly Cloudy,Partly Cloudy,None,None,None,Light
786,BCHC,Hat Creek,116,-10.000000000000000,-8.000000000000000,,,Calm,10.000000000000000,25.000000000000000,Partly Open,Partly Open,Clear,Clear,None,None,None,Light
787,BCHE,Hecate Strait,116,-1.000000000000000,2.000000000000000,9.000000000000000,30.000000000000000,Northeast,,,Open,Open,Clear,Clear,None,None,None,None
788,BCHM,100 Mile House,116,-9.000000000000000,0.000000000000000,5.000000000000000,5.000000000000000,Southwest,30.000000000000000,40.000000000000000,Frozen,Partly Open,Partly Cloudy,Partly Cloudy,None,None,None,None
789,BCHR,Harrison River,116,3.000000000000000,8.000000000000000,0.000000000000000,7.000000000000000,Unknown,,,Open,Open,Cloudy,Partly Clear,None,None,None,None
790,BCHS,Lower Howe Sound,116,-1.000000000000000,2.000000000000000,,,Calm,,,,,Local Fog,Partly Clear,None,None,None,None
791,BCKA,Kamloops,116,-6.000000000000000,0.000000000000000,2.000000000000000,20.000000000000000,East,0.000000000000000,15.000000000000000,Frozen,Open,Partly Cloudy,Cloudy,None,None,None,None
792,BCKB,Kimberley,116,-16.000000000000000,-14.000000000000000,,,Calm,60.000000000000000,90.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,None,None
793,BCKE,Kelowna,116,-3.000000000000000,3.000000000000000,0.000000000000000,15.000000000000000,North,1.000000000000000,20.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,None
794,BCKF,Kingfisher,116,-10.000000000000000,-6.000000000000000,,,Unknown,,,Unknown,Open,Cloudy,Cloudy,None,None,None,None
795,BCKI,Kitimat,116,-2.000000000000000,0.000000000000000,5.000000000000000,10.000000000000000,Northeast,2.000000000000000,5.000000000000000,Partly Open,Open,Cloudy,Partly Clear,None,None,None,None
796,BCKO,Kaslo,116,-8.000000000000000,-4.000000000000000,0.000000000000000,10.000000000000000,North,6.000000000000000,12.000000000000000,Open,Partly Frozen,Partly Cloudy,Partly Cloudy,None,None,Light,Light
797,BCLC,Lake Country,116,0.000000000000000,4.000000000000000,0.000000000000000,15.000000000000000,South,0.000000000000000,45.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Partly Cloudy,None,None,None,None
798,BCLK,Logan Lake,116,-14.000000000000000,-6.000000000000000,0.000000000000000,0.000000000000000,Northwest,5.000000000000000,50.000000000000000,Frozen,Partly Open,Clear,Partly Cloudy,None,None,None,None
799,BCLL,Lillooet,116,-5.000000000000000,-1.500000000000000,0.000000000000000,0.800000000000000,Northeast,2.500000000000000,12.500000000000000,Partly Frozen,Partly Frozen,Partly Clear,Partly Cloudy,None,None,Light,None
800,BCLP,Little River-Powell River Ferry,116,-3.000000000000000,2.000000000000000,5.000000000000000,5.000000000000000,Unknown,,,Unknown,Unknown,Clear,Clear,None,None,None,None
801,BCLQ,Lasqueti Island,116,-3.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,Calm,0.000000000000000,0.500000000000000,Partly Frozen,Open,Partly Cloudy,Partly Cloudy,Light,Light,Light,Light
802,BCAC,Ashcroft-Cache Creek,117,-6.000000000000000,3.000000000000000,0.000000000000000,10.000000000000000,East,1.000000000000000,20.000000000000000,Frozen,Partly Open,Cloudy,Partly Cloudy,None,None,None,None
803,BCAE,Armstrong-Enderby,117,-22.000000000000000,-8.000000000000000,0.000000000000000,0.000000000000000,Calm,10.000000000000000,30.000000000000000,Frozen,Partly Open,Clear,Clear,None,None,None,None
804,BCAH,Apex-Hedley,117,-20.000000000000000,-13.000000000000000,0.000000000000000,20.000000000000000,Northwest,8.000000000000000,100.000000000000000,Frozen,Partly Frozen,Clear,Partly Cloudy,None,None,None,None
805,BCAM,Abbotsford-Mission,117,1.300000000000000,4.800000000000000,1.000000000000000,12.000000000000000,East,0.000000000000000,0.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,None
806,BCAT,Atlin,117,-8.000000000000000,-3.000000000000000,2.000000000000000,30.000000000000000,South,5.000000000000000,30.000000000000000,Partly Frozen,Partly Frozen,Partly Cloudy,Partly Cloudy,None,None,None,None
807,BCBA,Bamfield,117,-3.000000000000000,0.000000000000000,10.000000000000000,25.000000000000000,Northeast,0.000000000000000,1.000000000000000,Frozen,Open,Clear,Clear,None,None,None,None
808,BCBC,Bella Coola,117,-6.500000000000000,4.800000000000000,32.000000000000000,48.000000000000000,West,0.000000000000000,3.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,Light,None,Light,None
809,BCBK,Bridge Lake,117,-19.000000000000000,-13.000000000000000,,,Calm,20.000000000000000,26.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,Heavy,Heavy
810,BCBR,Broughton Strait,117,-4.000000000000000,-1.000000000000000,0.000000000000000,5.000000000000000,South,1.000000000000000,3.000000000000000,Partly Frozen,Open,Clear,Clear,None,None,None,None
811,BCBW,Big White,117,-6.000000000000000,-1.000000000000000,0.000000000000000,15.000000000000000,East,10.000000000000000,150.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,None,Light
812,BCCB,Cranbrook,117,-8.000000000000000,1.000000000000000,0.000000000000000,12.000000000000000,Southwest,15.000000000000000,35.000000000000000,Frozen,Partly Open,Clear,Clear,None,None,None,None
813,BCCG,Castlegar,117,-16.000000000000000,-7.000000000000000,0.000000000000000,10.000000000000000,North,45.000000000000000,60.000000000000000,Frozen,Open,Clear,Clear,None,None,None,None
814,BCCH,Chilliwack,117,-9.000000000000000,-4.000000000000000,0.000000000000000,20.000000000000000,Northeast,1.000000000000000,45.000000000000000,Frozen,Open,Cloudy,Partly Clear,None,None,None,None
815,BCCI,Cortes Island,117,-3.000000000000000,0.000000000000000,1.000000000000000,5.000000000000000,Unknown,1.000000000000000,5.000000000000000,Frozen,Open,Clear,Partly Cloudy,None,None,None,None
816,BCCO,Comox,117,6.000000000000000,7.000000000000000,13.000000000000000,37.000000000000000,Unknown,,,,,Cloudy,Cloudy,Light,None,None,None
817,BCCR,Campbell River,117,-6.000000000000000,3.000000000000000,0.000000000000000,5.000000000000000,Variable,0.000000000000000,5.000000000000000,Partly Frozen,Open,Clear,Partly Cloudy,None,None,None,None
818,BCCT,Creston Valley,117,-2.000000000000000,2.000000000000000,1.000000000000000,10.000000000000000,Unknown,6.000000000000000,16.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,Heavy,Light
819,BCDA,D'arcy-Birken,117,-10.000000000000000,-6.000000000000000,10.000000000000000,10.000000000000000,North,4.000000000000000,4.000000000000000,Open,Partly Frozen,Clear,Clear,None,None,None,None
820,BCDB,Deep Bay,117,-1.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,Unknown,0.000000000000000,0.000000000000000,Frozen,Open,Partly Cloudy,Clear,None,"Light,None",None,None
821,BCDC,Dawson Creek,117,-20.000000000000000,-11.000000000000000,0.000000000000000,8.000000000000000,West,7.000000000000000,23.000000000000000,Frozen,Frozen,Cloudy,Partly Clear,None,None,None,None
822,BCDU,Duncan,117,-3.000000000000000,-1.500000000000000,5.000000000000000,10.000000000000000,South,1.000000000000000,5.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,None,None
823,BCFE,Fernie,117,-23.100000000000001,-10.000000000000000,2.000000000000000,35.000000000000000,North,2.000000000000000,30.000000000000000,Partly Frozen,Partly Open,Cloudy,Partly Cloudy,None,None,Light,Light
824,BCFS,Fort St. James,117,-7.000000000000000,-2.000000000000000,0.000000000000000,10.000000000000000,North,15.000000000000000,20.000000000000000,Frozen,Partly Frozen,Cloudy,Partly Cloudy,None,None,Light,None
825,BCGF,Grand Forks,117,-13.000000000000000,-5.000000000000000,0.000000000000000,15.000000000000000,Calm,0.000000000000000,10.000000000000000,Partly Frozen,Partly Frozen,Clear,Partly Cloudy,None,None,None,None
826,BCGO,Golden,117,-8.000000000000000,-5.000000000000000,,,Calm,20.000000000000000,50.000000000000000,Frozen,Partly Open,Cloudy,Partly Cloudy,None,None,Light,None
827,BCGS,Galiano-North Saltspring,117,-0.700000000000000,2.200000000000000,5.000000000000000,25.000000000000000,Unknown,1.000000000000000,5.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,Light,Light,None
828,BCHB,Harrop-Balfour,117,-12.000000000000000,-8.000000000000000,10.000000000000000,30.000000000000000,West,2.000000000000000,30.000000000000000,Frozen,Open,Partly Clear,Cloudy,None,None,None,None
829,BCHC,Hat Creek,117,-10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Calm,20.000000000000000,40.000000000000000,Frozen,Partly Open,Clear,Clear,None,None,None,None
830,BCHE,Hecate Strait,117,-1.000000000000000,1.000000000000000,18.000000000000000,25.000000000000000,Northeast,,,Open,Open,Clear,Clear,None,None,None,None
831,BCHM,100 Mile House,117,-15.000000000000000,-5.000000000000000,2.000000000000000,10.000000000000000,South,15.000000000000000,20.000000000000000,Frozen,Unknown,Partly Cloudy,Cloudy,None,None,None,None
832,BCHR,Harrison River,117,-7.000000000000000,-2.000000000000000,0.000000000000000,40.000000000000000,Northeast,10.000000000000000,38.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,None,None
833,BCHS,Lower Howe Sound,117,-4.000000000000000,-2.000000000000000,10.000000000000000,50.000000000000000,Northwest,,5.000000000000000,,,Clear,Clear,,,,
834,BCKA,Kamloops,117,-18.000000000000000,-13.000000000000000,7.000000000000000,10.000000000000000,East,5.000000000000000,25.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,Light
835,BCKB,Kimberley,117,-32.000000000000000,-18.000000000000000,1.000000000000000,8.000000000000000,West,36.000000000000000,56.000000000000000,Frozen,Partly Open,Clear,Clear,None,None,None,None
836,BCKE,Kelowna,117,-22.000000000000000,-8.000000000000000,0.000000000000000,5.000000000000000,Calm,1.000000000000000,35.000000000000000,Frozen,Partly Open,Cloudy,Partly Clear,None,None,None,None
837,BCKF,Kingfisher,117,-8.000000000000000,-8.000000000000000,0.000000000000000,0.000000000000000,Unknown,0.000000000000000,18.000000000000000,Partly Frozen,Open,Foggy,Partly Cloudy,None,None,None,None
